bill_id,state,bill_number,title,date of introduction,chamber of origin,final status,date of final,text
925520,HI,SB559,Relating To Climate Change.,2017-01-20,S,"Act 032, 06/06/2017 (Gov. Msg. No. 1132).",2017-06-08,https://legiscan.com/HI/text/SB559/id/1605411
378074,HI,SB2745,Planning Act; Priority Guidelines; Climate Change,2012-01-25,,"(S) Act 286, 7/9/2012 (Gov. Msg. No. 1403).",2012-07-10,https://legiscan.com/HI/text/SB2745/id/632985
1319280,HI,HB2718,Relating To Climate Change Mitigation And Adaptation.,2020-01-23,H,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2020-05-13,https://legiscan.com/HI/text/HB2718/id/2184811
1569252,HI,HB1842,Relating To Climate Change Impacts On Human Health.,2022-01-24,H,Report adopted; Passed Second Reading and referred to WAM.,2022-03-24,https://legiscan.com/HI/text/HB1842/id/2538795
1173167,HI,HB1487,Relating To Climate Change.,2019-01-24,H,Received notice of Senate conferees (Sen. Com. No. 948).,2019-04-22,https://legiscan.com/HI/text/HB1487/id/1985879
1291007,HI,HB1487,Relating To Climate Change.,2019-01-24,H,Received notice of all Senate conferees being discharged (Sen. Com. No. 535).,2020-06-22,https://legiscan.com/HI/text/HB1487/id/2078482
1163918,HI,SB944,Relating To Climate Change.,2019-01-18,S,Passed Second Reading and referred to the committee(s) on WLH with none voting aye with reservations; none voting no (0) and Representative(s) Takumi excused (1).,2019-03-14,https://legiscan.com/HI/text/SB944/id/1942384
1290701,HI,SB944,Relating To Climate Change.,2019-01-18,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB944/id/2077964
697037,HI,HB591,Interagency Climate Adaptation Committee; Duties; Reports,2015-01-26,H,The committee(s) on HLT recommend(s) that the measure be deferred.,2015-03-04,https://legiscan.com/HI/text/HB591/id/1133883
805509,HI,HB591,Interagency Climate Adaptation Committee; Duties; Reports,2015-01-26,H,Carried over to 2016 Regular Session.,2015-12-17,https://legiscan.com/HI/text/HB591/id/1283134
1163842,HI,SB930,Relating To Climate Change.,2019-01-18,S,Report adopted; Passed Second Reading and referred to WAM.,2019-02-15,https://legiscan.com/HI/text/SB930/id/1862287
1289041,HI,SB930,Relating To Climate Change.,2019-01-18,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB930/id/2075196
1313983,HI,SB2430,Relating To Climate Change Mitigation And Adaptation.,2020-01-17,S,"Referred to EEP/HLT, FIN, referral sheet 36",2020-03-09,https://legiscan.com/HI/text/SB2430/id/2155350
1069628,HI,SB2977,Relating To Greenhouse Gas Emissions.,2018-01-24,S,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on TOU with none voting aye with reservations; none voting no (0) and Representative(s) DeCoite, Fukumoto, Har, Holt, Nakashima, Souki, Tokioka excused (7).",2018-03-16,https://legiscan.com/HI/text/SB2977/id/1763088
593196,HI,HB1714,Majority Package; Climate Change Adaptation Planning; Interagency Climate Adaptation Committee; Appropriation ($),2014-01-17,H,"Act 083, 6/9/2014 (Gov. Msg. No. 1183).",2014-06-13,https://legiscan.com/HI/text/HB1714/id/1015406
1161101,HI,SB263,Relating To Climate Change.,2019-01-18,S,"Re-Referred to AEN/WTL/GVO, WAM.",2019-01-28,https://legiscan.com/HI/text/SB263/id/1859392
1291517,HI,SB263,Relating To Climate Change.,2019-01-18,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB263/id/2079327
1312252,HI,SB2162,Relating To Sea Level Rise.,2020-01-17,S,"Referred to EEP/WLH, FIN, referral sheet 36",2020-03-09,https://legiscan.com/HI/text/SB2162/id/2153279
593303,HI,SB2344,Majority Package; Climate Change Adaptation Planning; Interagency Sea Level Rise Vulnerability and Adaptation Committee; Appropriation. ($),2014-01-17,S,"Referred to EEP, FIN, referral sheet 28",2014-03-06,https://legiscan.com/HI/text/SB2344/id/958719
697623,HI,SB882,Climate Change and Health Working Group; Interagency Climate Adaption Committee,2015-01-23,S,"Referred to WTL/ENE/HTH, WAM.",2015-01-28,https://legiscan.com/HI/text/SB882/id/1091210
805576,HI,SB882,Climate Change and Health Working Group; Interagency Climate Adaption Committee,2015-01-23,S,"Re-Referred to WLA/EET/CPH, WAM.",2016-01-21,https://legiscan.com/HI/text/SB882/id/1283183
1314466,HI,SB2683,Relating To Sea Level Rise.,2020-01-17,S,"Referred to EEP/WLH, FIN, referral sheet 36",2020-03-09,https://legiscan.com/HI/text/SB2683/id/2153416
1162736,HI,SB435,Relating To Greenhouse Gas Emissions.,2019-01-18,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2019-02-15,https://legiscan.com/HI/text/SB435/id/1911700
1289229,HI,SB435,Relating To Greenhouse Gas Emissions.,2019-01-18,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB435/id/2075505
1420391,HI,SB585,Relating To Climate Change.,2021-01-22,S,"Referred to WTL/AEN, WAM.",2021-01-27,https://legiscan.com/HI/text/SB585/id/2255905
1540748,HI,SB585,Relating To Climate Change.,2021-01-22,S,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/SB585/id/2459070
376662,HI,HB2483,Environmental Protection; Single-use Checkout Bags; Fee; Deposit Beverage Container Program; Dietary Supplements; Appropriation,2012-01-25,,(H) Received notice of Senate conferees (Sen. Com. No. 754).,2012-04-16,https://legiscan.com/HI/text/HB2483/id/623177
1562394,HI,SB2054,Relating To Climate Change Mitigation.,2022-01-19,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2022-02-18,https://legiscan.com/HI/text/SB2054/id/2522574
1562538,HI,HB1443,Relating To Climate Change Mitigation.,2022-01-19,H,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with Representative(s) Matayoshi, Matsumoto, Okimoto, Ward voting aye with reservations; Representative(s) Har, Tokioka voting no (2) and Representative(s) McKelvey excused (1).",2022-02-15,https://legiscan.com/HI/text/HB1443/id/2516513
1419853,HI,HB433,Relating To Climate Change Mitigation.,2021-01-25,H,"Re-Referred to AEN/WTL/TRS/EET, WAM.",2021-03-19,https://legiscan.com/HI/text/HB433/id/2280106
1540788,HI,HB433,Relating To Climate Change Mitigation.,2021-01-25,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB433/id/2459129
1417382,HI,HB243,Relating To Sea Level Rise Adaptation.,2021-01-22,H,"Act 178, on 07/02/2021 (Gov. Msg. No. 1306).",2021-07-07,https://legiscan.com/HI/text/HB243/id/2379779
1301941,HI,HB1621,Relating To Climate Change.,2020-01-15,H,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Representative(s) McDermott, Quinlan excused (2).",2020-02-11,https://legiscan.com/HI/text/HB1621/id/2130178
1069660,HI,SB2965,Relating To The Hawaii Climate Change Mitigation And Adaption Initiative.,2018-01-24,S,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Representative(s) Ing, C. Lee, Souki excused (3).",2018-03-20,https://legiscan.com/HI/text/SB2965/id/1764297
1163376,HI,HB461,Relating To Sea Level Rise.,2019-01-22,H,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2019-03-19,https://legiscan.com/HI/text/HB461/id/1963516
1289260,HI,HB461,Relating To Sea Level Rise.,2019-01-22,H,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/HB461/id/2075559
1319372,HI,HB2701,Relating To The Environment.,2020-01-23,H,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2020-05-12,https://legiscan.com/HI/text/HB2701/id/2184686
1312964,HI,HB1856,Relating To Sea Level Rise.,2020-01-17,H,The hearing on this measure has been cancelled until further notice.,2020-03-16,https://legiscan.com/HI/text/HB1856/id/2132042
1060925,HI,SB2017,Relating To Climate Change.,2018-01-17,S,The committee on CPH deferred the measure.,2018-02-22,https://legiscan.com/HI/text/SB2017/id/1722385
1066118,HI,SB2334,Relating To Planning.,2018-01-19,S,Conference committee meeting to reconvene on 04-27-18 3:57 pm in conference room 429.,2018-04-27,https://legiscan.com/HI/text/SB2334/id/1776802
706062,HI,HB1502,Hawaii Fresh Water Security Act; Commission on Water Resource Management,2015-01-29,H,The committee(s) on EEP/WAL recommend(s) that the measure be deferred.,2015-02-10,https://legiscan.com/HI/text/HB1502/id/1100717
803364,HI,HB1502,Hawaii Fresh Water Security Act; Commission on Water Resource Management,2015-01-29,H,Carried over to 2016 Regular Session.,2015-12-17,https://legiscan.com/HI/text/HB1502/id/1281332
370621,HI,SB2021,Climate Change Task Force; Appropriation,2012-01-18,,(S) The committee on ENE deferred the measure.,2012-02-14,https://legiscan.com/HI/text/SB2021/id/540321
366152,HI,SB80,Climate Change Task Force; Appropriation,2011-01-21,,Carried over to 2012 Regular Session.,2011-12-01,https://legiscan.com/HI/text/SB80/id/534607
1562303,HI,HB1451,Relating To Climate Change Mitigation.,2022-01-19,H,"Referred to EEP, CPC, FIN, referral sheet 1",2022-01-26,https://legiscan.com/HI/text/HB1451/id/2497522
1562500,HI,SB2102,Relating To Climate Change Mitigation.,2022-01-19,S,"Referred to AEN/EET, WAM.",2022-01-21,https://legiscan.com/HI/text/SB2102/id/2497800
1163795,HI,SB1054,Relating To Planning.,2019-01-18,S,The committee(s) on EEP/WLH recommend(s) that the measure be deferred.,2019-03-14,https://legiscan.com/HI/text/SB1054/id/1942558
1289790,HI,SB1054,Relating To Planning.,2019-01-18,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB1054/id/2076469
1066919,HI,HB2182,Relating To Environmental Protection.,2018-01-22,H,"Act 015, 06/04/2018 (Gov. Msg. No. 1115).",2018-06-05,https://legiscan.com/HI/text/HB2182/id/1788366
1066690,HI,SB2674,Relating To Sustainable Development Goals.,2018-01-19,S,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on EDB with none voting aye with reservations; none voting no (0) and Representative(s) DeCoite, Fukumoto, Har, Holt, Nakashima, Souki, Tokioka excused (7).",2018-03-16,https://legiscan.com/HI/text/SB2674/id/1762027
1426379,HI,HB1334,Relating To Climate Change Mitigation.,2021-01-27,H,"Referred to EEP, CPC, FIN, referral sheet 3",2021-02-01,https://legiscan.com/HI/text/HB1334/id/2262502
1539415,HI,HB1334,Relating To Climate Change Mitigation.,2021-01-27,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB1334/id/2457019
1066186,HI,HB1986,Relating To The Environment.,2018-01-22,H,"Act 016, 06/04/2018 (Gov. Msg. No. 1116).",2018-06-05,https://legiscan.com/HI/text/HB1986/id/1789074
1312203,HI,HB1771,Relating To Sea Level Rise.,2020-01-17,H,"Referred to EEP/WLH, FIN, referral sheet 2",2020-01-21,https://legiscan.com/HI/text/HB1771/id/2101583
1316731,HI,HB2266,Relating To Sea Level Rise.,2020-01-23,H,The committee(s) on EEP/WLH recommend(s) that the measure be deferred.,2020-02-06,https://legiscan.com/HI/text/HB2266/id/2106504
1289240,HI,SB644,Relating To Climate Change.,2019-01-18,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB644/id/2075522
1173060,HI,HB1584,Relating To Carbon Emissions.,2019-01-24,H,The committee on WAM deferred the measure.,2019-04-04,https://legiscan.com/HI/text/HB1584/id/1968755
1290990,HI,HB1584,Relating To Carbon Emissions.,2019-01-24,H,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/HB1584/id/2078461
1420106,HI,HB554,Relating To Real Property Transactions.,2021-01-25,H,"Referred to WTL, CPN.",2021-03-11,https://legiscan.com/HI/text/HB554/id/2325070
1066170,HI,HB1984,Relating To Water Security.,2018-01-22,H,Received notice of discharge of conferees (Hse. Com. No. 687).,2018-04-27,https://legiscan.com/HI/text/HB1984/id/1776848
1541005,HI,HB554,Relating To Real Property Transactions.,2021-01-25,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB554/id/2459458
1319109,HI,HB2659,Relating To Sea Level Rise.,2020-01-23,H,"Referred to EEP/WLH, FIN, referral sheet 5",2020-01-27,https://legiscan.com/HI/text/HB2659/id/2109392
1420241,HI,HB595,Relating To Sea Level Rise.,2021-01-25,H,"Referred to WAL/EEP, FIN, referral sheet 1",2021-01-27,https://legiscan.com/HI/text/HB595/id/2255775
1419664,HI,SB475,Relating To Sea Level Rise.,2021-01-22,S,"Re-Referred to WTL/AEN, WAM.",2021-02-02,https://legiscan.com/HI/text/SB475/id/2255156
1539568,HI,SB475,Relating To Sea Level Rise.,2021-01-22,S,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/SB475/id/2457260
1540884,HI,HB595,Relating To Sea Level Rise.,2021-01-25,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB595/id/2459277
1317943,HI,HB2486,Relating To The Office Of Planning.,2020-01-23,H,Transmitted to Governor.,2020-07-10,https://legiscan.com/HI/text/HB2486/id/2199221
1163357,HI,SB644,Relating To Climate Change.,2019-01-18,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2019-02-15,https://legiscan.com/HI/text/SB644/id/1911693
1066373,HI,SB2458,Relating To Climate Change.,2018-01-19,S,The committee on PSM deferred the measure.,2018-02-02,https://legiscan.com/HI/text/SB2458/id/1703423
1162909,HI,SB434,Relating To Climate Change.,2019-01-18,S,The committee on PSM deferred the measure.,2019-02-07,https://legiscan.com/HI/text/SB434/id/1861280
1288750,HI,SB434,Relating To Climate Change.,2019-01-18,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB434/id/2074709
1314650,HI,SB2696,Relating To Green Fees.,2020-01-17,S,"Re-referred to TIA, EEP, FIN, referral sheet 45",2020-03-16,https://legiscan.com/HI/text/SB2696/id/2170667
1290615,HI,HB1121,Relating To Water Security.,2019-01-24,H,Received notice of disagreement (Hse. Com. No. 3).,2020-02-12,https://legiscan.com/HI/text/HB1121/id/2128148
1162957,HI,SB486,Relating To Environmental Impact Food Labeling.,2019-01-18,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2019-02-15,https://legiscan.com/HI/text/SB486/id/1911768
1291423,HI,SB486,Relating To Environmental Impact Food Labeling.,2019-01-18,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB486/id/2079178
1417957,HI,SB371,Relating To Sea Level Rise Adaptation.,2021-01-22,S,"Referred to WTL/AEN, WAM.",2021-01-25,https://legiscan.com/HI/text/SB371/id/2253544
1538696,HI,SB371,Relating To Sea Level Rise Adaptation.,2021-01-22,S,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/SB371/id/2455904
1417843,HI,SB231,Relating To Sea Level Rise Adaptation.,2021-01-22,S,"Re-Referred to WTL/AEN, WAM.",2021-01-29,https://legiscan.com/HI/text/SB231/id/2253425
1540132,HI,SB231,Relating To Sea Level Rise Adaptation.,2021-01-22,S,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/SB231/id/2458161
1317873,HI,HB2485,Relating To Hawaii National Guard Retirement Benefits.,2020-01-23,H,The hearing on this measure has been cancelled until further notice.,2020-03-16,https://legiscan.com/HI/text/HB2485/id/2135440
1170203,HI,HB1121,Relating To Water Security.,2019-01-24,H,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2019-03-22,https://legiscan.com/HI/text/HB1121/id/1969269
1162777,HI,SB561,Relating To The Hawaii Climate Change Mitigation And Adaptation Commission.,2019-01-18,S,"Referred to AEN/WTL, WAM.",2019-01-24,https://legiscan.com/HI/text/SB561/id/1861140
1288979,HI,SB561,Relating To The Hawaii Climate Change Mitigation And Adaptation Commission.,2019-01-18,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB561/id/2075090
1317896,HI,HB2487,Relating To A Hawaii Green New Deal.,2020-01-23,H,The committee(s) on EEP/WLH recommend(s) that the measure be deferred.,2020-02-06,https://legiscan.com/HI/text/HB2487/id/2107864
1574065,HI,SB3315,Relating To Electrical Grid Reliability.,2022-01-26,S,"Referred to CPN/EET, WAM.",2022-01-28,https://legiscan.com/HI/text/SB3315/id/2496536
1318987,HI,SB3099,Relating To Climate Change.,2020-01-23,S,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC/JUD with none voting aye with reservations; none voting no (0) and Representative(s) Gates, McDermott, Thielen excused (3).",2020-03-13,https://legiscan.com/HI/text/SB3099/id/2170676
1071139,HI,SB3068,Relating To Climate Change.,2018-01-24,S,"Passed Second Reading and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Representative(s) C. Lee, Lowen, McDermott, Souki, Tokioka excused (5).",2018-03-23,https://legiscan.com/HI/text/SB3068/id/1749964
1172964,HI,HB1558,Relating To Sustainability.,2019-01-24,H,"Act 146, 06/26/2019 (Gov. Msg. No. 1248).",2019-07-01,https://legiscan.com/HI/text/HB1558/id/2004225
1420350,HI,HB557,Relating To The Employees' Retirement System.,2021-01-25,H,"Passed Second Reading as amended in HD 1 and referred to the committee(s) on LAT with none voting aye with reservations; Representative(s) McDermott, Okimoto, Ward voting no (3) and Representative(s) Eli, Gates, Hashimoto excused (3).",2021-02-12,https://legiscan.com/HI/text/HB557/id/2291485
1538993,HI,HB557,Relating To The Employees' Retirement System.,2021-01-25,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB557/id/2456367
1163526,HI,SB690,Relating To Climate Change.,2019-01-18,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2019-02-15,https://legiscan.com/HI/text/SB690/id/1911699
1289605,HI,SB690,Relating To Climate Change.,2019-01-18,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB690/id/2076148
1568918,HI,HB1800,Relating To Climate Mitigation.,2022-01-24,H,Received notice of passage on Final Reading in House (Hse. Com. No. 826).,2022-05-05,https://legiscan.com/HI/text/HB1800/id/2579408
1426529,HI,HB1292,Relating To Hawaii National Guard Retirement Benefits.,2021-01-27,H,The committee(s) on LAT recommend(s) that the measure be deferred.,2021-02-16,https://legiscan.com/HI/text/HB1292/id/2287394
1540169,HI,HB1292,Relating To Hawaii National Guard Retirement Benefits.,2021-01-27,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB1292/id/2458213
1313844,HI,HB1878,Relating To Real Property Transactions.,2020-01-21,H,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to CPH/WAM.",2020-06-26,https://legiscan.com/HI/text/HB1878/id/2197082
822755,HI,SB2155,"Coal, Oil, Gas Company Divestment; Fossil Fuel; ERS",2016-01-21,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2016-02-12,https://legiscan.com/HI/text/SB2155/id/1337519
1319123,HI,SB3132,Relating To Sea Level Rise.,2020-01-23,S,The committee on WTL deferred the measure.,2020-02-10,https://legiscan.com/HI/text/SB3132/id/2109405
1307902,HI,HB1686,Relating To Sustaining Hawaii.,2020-01-15,H,"Re-referred to EEP/WLH, FIN, referral sheet 7",2020-01-28,https://legiscan.com/HI/text/HB1686/id/2097034
1172739,HI,HB1407,Relating To The Environment.,2019-01-24,H,"Report adopted. referred to the committee(s) on FIN as amended in HD 2 with none voting aye with reservations; none voting no (0) and Representative(s) Aquino, DeCoite, Nakamura, Quinlan, Thielen excused (5).",2019-02-15,https://legiscan.com/HI/text/HB1407/id/1911677
1290384,HI,HB1407,Relating To The Environment.,2019-01-24,H,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/HB1407/id/2077438
374997,HI,SB2511,Environmental Protection; Single-use Checkout Bags; Fee,2012-01-20,,"(H) Report adopted. referred to the committee(s) on FIN as amended in HD 2 with Representative(s) Awana, Cullen, Fontaine, Hanohano, Har, Johanson voting aye with reservations; none voting no (0) and Representative(s) Herkes excused (1).",2012-03-23,https://legiscan.com/HI/text/SB2511/id/614294
1569279,HI,SB2724,Relating To Sea Level Rise Adaptation.,2022-01-21,S,"Referred to WAL/EEP, FIN, referral sheet 24",2022-03-10,https://legiscan.com/HI/text/SB2724/id/2539237
1568342,HI,HB1669,Relating To Sea Level Rise Adaptation.,2022-01-24,H,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2022-03-22,https://legiscan.com/HI/text/HB1669/id/2553562
236332,HI,SB80,Climate Change Task Force; Appropriation,2011-01-21,,"(S) Report adopted; Passed Second Reading, as amended (SD 1) and referred to TSM/WAM.",2011-02-18,https://legiscan.com/HI/text/SB80/id/180663
363278,HI,HB1019,"Environmental Response, Energy, and Food Security Tax; Energy Security Special Fund; Agricultural Development Special Fund; Climate Change Task Force ($)",2011-01-26,,(H) Received notice of all Senate conferees being discharged (Sen. Com. No. 747).,2012-04-13,https://legiscan.com/HI/text/HB1019/id/530122
374663,HI,HB2260,Environmental Protection; Single-use Checkout Bags; Fee,2012-01-23,,"(H) Since the House did not vote to adopt the HD2 reported from ERB, it is the HD1 that has been re-referred to FIN.",2012-02-21,https://legiscan.com/HI/text/HB2260/id/580211
1172897,HI,SB1529,Relating To The Hawaii Energy And Climate Change Office.,2019-01-24,S,The committee(s) on EEP recommend(s) that the measure be deferred.,2019-03-12,https://legiscan.com/HI/text/SB1529/id/1942500
1289396,HI,SB1529,Relating To The Hawaii Energy And Climate Change Office.,2019-01-24,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB1529/id/2075807
603278,HI,SB3036,North Shore of Oahu; Beach Management Plan; University of Hawaii Sea Grant College Program; Appropriation ($),2014-01-23,S,Conference committee meeting to reconvene on 04-25-14 11:10AM in conference room 224.,2014-04-23,https://legiscan.com/HI/text/SB3036/id/988153
933412,HI,HB1578,Relating To Climate Change.,2017-01-25,H,"Act 033, 06/06/2017 (Gov. Msg. No. 1133).",2017-06-08,https://legiscan.com/HI/text/HB1578/id/1605370
1421714,HI,SB941,Relating To The Environment.,2021-01-27,S,"Referred to WTL/LCA, WAM.",2021-01-29,https://legiscan.com/HI/text/SB941/id/2257429
1538885,HI,SB941,Relating To The Environment.,2021-01-27,S,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/SB941/id/2456200
1316388,HI,HB2207,Relating To Land Use.,2020-01-23,H,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2020-06-26,https://legiscan.com/HI/text/HB2207/id/2197457
1167631,HI,HB765,Relating To Coastal Planning.,2019-01-24,H,Received notice of Senate conferees (Sen. Com. No. 948).,2019-04-22,https://legiscan.com/HI/text/HB765/id/1985948
696781,HI,HB440,Forest Conservation and Access; Appropriation ($),2015-01-26,H,Conference Committee Meeting will reconvene on Friday 05-01-15 3:30PM in conference room 224.,2015-04-30,https://legiscan.com/HI/text/HB440/id/1198909
1290468,HI,HB765,Relating To Coastal Planning.,2019-01-24,H,Received notice of all Senate conferees being discharged (Sen. Com. No. 535).,2020-06-22,https://legiscan.com/HI/text/HB765/id/2077573
804613,HI,HB440,Forest Conservation and Access; Appropriation ($),2015-01-26,H,Received notice of discharge of conferees (Hse. Com. No. 610).,2016-04-15,https://legiscan.com/HI/text/HB440/id/1282364
1419629,HI,SB474,Relating To Real Property Transactions.,2021-01-22,S,"Act 179, on 07/02/2021 (Gov. Msg. No. 1307).",2021-07-07,https://legiscan.com/HI/text/SB474/id/2380508
1424547,HI,HB1234,Relating To The Environment.,2021-01-27,H,"Referred to LAT, JHA, FIN, referral sheet 3",2021-02-01,https://legiscan.com/HI/text/HB1234/id/2260334
1540693,HI,HB1234,Relating To The Environment.,2021-01-27,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB1234/id/2458993
1422277,HI,HB863,Relating To Forestry.,2021-01-27,H,"Act 192, on 07/06/2021 (Gov. Msg. No. 1320).",2021-07-07,https://legiscan.com/HI/text/HB863/id/2381512
1314718,HI,SB2532,Relating To Composting.,2020-01-17,S,"Referred to EEP/WLH, CPC, FIN, referral sheet 36",2020-03-09,https://legiscan.com/HI/text/SB2532/id/2151015
469626,HI,HB1058,Office of the Lieutenant Governor; Climate Change Roundtable; Appropriation ($),2013-01-24,H,"Referred to EEP, FIN, referral sheet 6",2013-01-28,https://legiscan.com/HI/text/HB1058/id/703058
583644,HI,HB1058,Office of the Lieutenant Governor; Climate Change Roundtable; Appropriation ($),2013-01-24,H,Carried over to 2014 Regular Session.,2013-12-18,https://legiscan.com/HI/text/HB1058/id/912639
1313986,HI,HB1934,Relating To Clean And Renewable Energy Jobs.,2020-01-21,H,"Referred to EET, WAM.",2020-03-03,https://legiscan.com/HI/text/HB1934/id/2124878
1170013,HI,SB1340,Relating To Real Property Transactions.,2019-01-24,S,"Referred to WLH/EEP, CPC, FIN, referral sheet 27",2019-03-07,https://legiscan.com/HI/text/SB1340/id/1942494
1290935,HI,SB1340,Relating To Real Property Transactions.,2019-01-24,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB1340/id/2078367
1066424,HI,SB2555,Relating To The Employees' Retirement System.,2018-01-19,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",2018-02-16,https://legiscan.com/HI/text/SB2555/id/1732272
1314264,HI,HB1990,Relating To Taxation.,2020-01-21,H,"Referred to EDU/TRS, WAM.",2020-03-03,https://legiscan.com/HI/text/HB1990/id/2131882
1170340,HI,SB1380,Relating To Sustainability.,2019-01-24,S,"Referred to EEP/WLH, FIN, referral sheet 27",2019-03-07,https://legiscan.com/HI/text/SB1380/id/1942525
1289324,HI,SB1380,Relating To Sustainability.,2019-01-24,S,Carried over to 2020 Regular Session.,2019-12-01,https://legiscan.com/HI/text/SB1380/id/2075666
241980,HI,HB1019,"Environmental Response, Energy, and Food Security Tax; Energy Security Special Fund; Agricultural Development Special Fund; Climate Change Task Force ($)",2011-01-26,,(H) Received notice of Senate conferees (Sen. Com. No. 648).,2011-04-19,https://legiscan.com/HI/text/HB1019/id/236360
585229,HI,HB357,Environment; Single-Use Checkout Bags; Fee; Appropriation ($),2013-01-22,H,Carried over to 2014 Regular Session.,2013-12-18,https://legiscan.com/HI/text/HB357/id/914541
1419851,HI,HB327,Relating To Greenhouse Gas Emissions.,2021-01-25,H,"Referred to TRS/EET, WAM.",2021-03-11,https://legiscan.com/HI/text/HB327/id/2297798
1539195,HI,HB327,Relating To Greenhouse Gas Emissions.,2021-01-25,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB327/id/2456677
1419821,HI,HB463,Relating To Climate Change.,2021-01-25,H,"Referred to EEP/TRN, CPC, FIN, referral sheet 1",2021-01-27,https://legiscan.com/HI/text/HB463/id/2255385
1539606,HI,HB463,Relating To Climate Change.,2021-01-25,H,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/HB463/id/2457321
1319121,HI,HB2657,Relating To A Coal-free Hawaii.,2020-01-23,H,"Referred to EET, CPH/WAM.",2020-03-05,https://legiscan.com/HI/text/HB2657/id/2157326
1419695,HI,SB503,Relating To Real Property Transactions.,2021-01-22,S,"Referred to WTL, CPN.",2021-01-27,https://legiscan.com/HI/text/SB503/id/2256143
1417604,HI,SB230,Relating To Real Property Transactions.,2021-01-22,S,"Re-Referred to WTL/AEN, CPN.",2021-01-29,https://legiscan.com/HI/text/SB230/id/2253190
1538693,HI,SB503,Relating To Real Property Transactions.,2021-01-22,S,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/SB503/id/2455900
1540791,HI,SB230,Relating To Real Property Transactions.,2021-01-22,S,Carried over to 2022 Regular Session.,2021-12-10,https://legiscan.com/HI/text/SB230/id/2459134
